po_id,supplier,order_date,delivery_date,item_category,order_status,quantity,unit_price,negotiated_price,defective_units,compliance,defect_data_missing,delivery_date_issue,total_order_value,negotiated_total,savings_amount,savings_pct,lead_time_days,order_year,order_quarter,order_month,defect_rate,on_time,compliant,lead_time_category
PO-00222,Beta_Supplies,2022-08-19,2022-08-31,Office Supplies,Delivered,695,76.8,69.76,0,No,FALSE,Nothing,53376,48483.200000000004,4892.799999999996,9.166666666666657,12,2022,3,2022-08-01,0,On Time,0,Short
PO-00223,Epsilon_Group,2022-03-07,2022-03-14,MRO,Delivered,845,91.47,86.97,0,Yes,FALSE,Nothing,77292.15,73489.65,3802.5,4.919645785503444,7,2022,1,2022-03-01,0,On Time,1,Short
PO-00224,Gamma_Co,2022-12-13,2022-12-18,MRO,Delivered,1101,59.13,52.51,54,Yes,FALSE,Nothing,65102.130000000005,57813.509999999995,7288.62000000001,11.195670556401158,5,2022,4,2022-12-01,4.904632152588556,On Time,1,Short
PO-00225,Gamma_Co,2022-01-22,2022-01-24,Raw Materials,Delivered,1693,57.89,49.84,88,Yes,FALSE,Nothing,98007.77,84379.12000000001,13628.649999999994,13.905683192261181,2,2022,1,2022-01-01,5.197873597164796,On Time,1,Short
PO-00226,Delta_Logistics,2023-08-26,2023-09-10,Office Supplies,Cancelled,1629,21.51,19.41,250,No,FALSE,Nothing,35039.79,31618.89,3420.9000000000015,9.762900976290103,15,2023,3,2023-08-01,15.34683855125844,Slightly Late,0,Moderate
PO-00227,Delta_Logistics,2023-07-22,2023-08-03,Raw Materials,Delivered,1413,54.79,50.42,0,Yes,FALSE,Nothing,77418.27,71243.46,6174.809999999998,7.975908012411019,12,2023,3,2023-07-01,0,On Time,1,Short
PO-00228,Epsilon_Group,2022-08-24,2022-08-27,Packaging,Delivered,1871,59.96,58.54,47,Yes,FALSE,Nothing,112185.16,109528.34,2656.820000000007,2.3682454969980014,3,2022,3,2022-08-01,2.512025654730091,On Time,1,Short
PO-00229,Gamma_Co,2023-08-26,NA,Raw Materials,Delivered,1404,34.85,30.5,78,Yes,FALSE,Missing for delivered,48929.4,42822,6107.4000000000015,12.482065997130563,NA,2023,3,2023-08-01,5.555555555555555,NA,1,NA
PO-00230,Gamma_Co,2022-08-14,2022-08-28,Electronics,Delivered,1713,35.43,34.11,74,Yes,FALSE,Nothing,60691.59,58430.43,2261.159999999996,3.725656223539374,14,2022,3,2022-08-01,4.3199065966141275,On Time,1,Short
PO-00231,Gamma_Co,2022-01-08,2022-01-13,Electronics,Delivered,1579,43.96,43.41,74,Yes,FALSE,Nothing,69412.84,68544.39,868.4499999999971,1.2511373976342226,5,2022,1,2022-01-01,4.686510449651679,On Time,1,Short
PO-00232,Gamma_Co,2022-03-14,2022-03-26,Electronics,Delivered,1421,11.92,11.72,76,Yes,FALSE,Nothing,16938.32,16654.120000000003,284.1999999999971,1.6778523489932826,12,2022,1,2022-03-01,5.348346235045742,On Time,1,Short
PO-00233,Epsilon_Group,2023-12-26,2024-01-04,MRO,Delivered,1546,43.47,37.37,53,Yes,FALSE,Nothing,67204.62,57774.02,9430.599999999999,14.032666206579252,9,2023,4,2023-12-01,3.428201811125485,On Time,1,Short
PO-00234,Delta_Logistics,2023-10-09,2023-10-18,Electronics,Delivered,1304,32.08,29.36,0,Yes,FALSE,Nothing,41832.32,38285.44,3546.8799999999974,8.4788029925187,9,2023,4,2023-10-01,0,On Time,1,Short
PO-00235,Delta_Logistics,2022-03-02,NA,Raw Materials,Delivered,239,39.87,35.47,32,Yes,FALSE,Missing for delivered,9528.93,8477.33,1051.6000000000004,11.035866566340605,NA,2022,1,2022-03-01,13.389121338912133,NA,1,NA
PO-00236,Alpha_Inc,2022-08-23,NA,Office Supplies,Delivered,1298,21.51,20.83,0,Yes,FALSE,Missing for delivered,27919.980000000003,27037.339999999997,882.6400000000067,3.1613203161320462,NA,2022,3,2022-08-01,0,NA,1,NA
PO-00237,Delta_Logistics,2022-03-11,NA,MRO,Delivered,1458,91.05,81.56,220,Yes,FALSE,Missing for delivered,132750.9,118914.48000000001,13836.419999999984,10.422844590884123,NA,2022,1,2022-03-01,15.089163237311384,NA,1,NA
PO-00238,Gamma_Co,2022-02-02,2022-02-13,MRO,Delivered,1450,63.74,59.11,71,Yes,FALSE,Nothing,92423,85709.5,6713.5,7.263884530906813,11,2022,1,2022-02-01,4.8965517241379315,On Time,1,Short
PO-00239,Beta_Supplies,2022-12-05,2022-12-20,Electronics,Delivered,1356,75.03,63.86,131,Yes,FALSE,Nothing,101740.68000000001,86594.16,15146.520000000004,14.887378381980543,15,2022,4,2022-12-01,9.660766961651918,Slightly Late,1,Moderate
PO-00240,Gamma_Co,2022-03-14,NA,Packaging,Delivered,682,81.84,71.86,40,Yes,FALSE,Missing for delivered,55814.880000000005,49008.52,6806.360000000008,12.194525904203328,NA,2022,1,2022-03-01,5.865102639296188,NA,1,NA
PO-00241,Gamma_Co,2023-06-11,2023-06-19,Packaging,Delivered,677,59.52,55.29,39,Yes,FALSE,Nothing,40295.04,37431.33,2863.709999999999,7.106854838709683,8,2023,2,2023-06-01,5.760709010339734,On Time,1,Short
PO-00242,Delta_Logistics,2022-09-01,2022-09-14,Office Supplies,Delivered,1022,18.54,16.55,150,Yes,FALSE,Nothing,18947.879999999997,16914.100000000002,2033.7799999999952,10.733549083063638,13,2022,3,2022-09-01,14.677103718199607,On Time,1,Short
PO-00243,Alpha_Inc,2022-10-13,NA,Raw Materials,Delivered,1818,60.96,57.13,41,Yes,FALSE,Missing for delivered,110825.28,103862.34000000001,6962.939999999988,6.282808398950128,NA,2022,4,2022-10-01,2.255225522552255,NA,1,NA
PO-00244,Epsilon_Group,2023-11-17,2023-11-29,Electronics,Delivered,1332,69.73,63.8,41,Yes,FALSE,Nothing,92880.36,84981.59999999999,7898.760000000009,8.50423060375736,12,2023,4,2023-11-01,3.078078078078078,On Time,1,Short
PO-00245,Beta_Supplies,2023-05-13,2023-05-26,Raw Materials,Delivered,1432,83.26,77.67,174,Yes,FALSE,Nothing,119228.32,111223.44,8004.880000000005,6.713908239250545,13,2023,2,2023-05-01,12.150837988826815,On Time,1,Short
PO-00246,Beta_Supplies,2022-08-08,2022-08-26,Packaging,Pending,759,50.56,46.47,63,No,FALSE,Nothing,38375.04,35270.729999999996,3104.310000000005,8.089398734177223,18,2022,3,2022-08-01,8.300395256916996,Slightly Late,0,Moderate
PO-00247,Alpha_Inc,2023-07-07,2023-07-19,Packaging,Delivered,1529,23.42,22.44,30,Yes,FALSE,Nothing,35809.18,34310.76,1498.4199999999983,4.184457728437234,12,2023,3,2023-07-01,1.962066710268149,On Time,1,Short
PO-00248,Gamma_Co,2022-05-16,2022-05-25,Electronics,Delivered,1484,36.25,31.8,61,Yes,FALSE,Nothing,53795,47191.200000000004,6603.799999999996,12.275862068965516,9,2022,2,2022-05-01,4.110512129380054,On Time,1,Short
PO-00249,Epsilon_Group,2023-08-08,2023-08-20,Packaging,Delivered,698,46.73,45.61,15,Yes,FALSE,Nothing,32617.539999999997,31835.78,781.7599999999984,2.39674727156002,12,2023,3,2023-08-01,2.148997134670487,On Time,1,Short
PO-00250,Epsilon_Group,2023-08-14,2023-08-22,Packaging,Pending,367,74.61,71.36,13,Yes,FALSE,Nothing,27381.87,26189.12,1192.75,4.355984452486262,8,2023,3,2023-08-01,3.5422343324250685,On Time,1,Short
PO-00251,Epsilon_Group,2023-04-30,2023-05-20,Office Supplies,Partially Delivered,1750,65.97,58.34,50,Yes,FALSE,Nothing,115447.5,102095,13352.5,11.565863271183865,20,2023,2,2023-04-01,2.857142857142857,Slightly Late,1,Moderate
PO-00252,Delta_Logistics,2022-09-06,2022-09-24,Office Supplies,Partially Delivered,1298,43.73,37.21,0,No,FALSE,Nothing,56761.53999999999,48298.58,8462.959999999992,14.909672993368389,18,2022,3,2022-09-01,0,Slightly Late,0,Moderate
PO-00253,Gamma_Co,2023-04-30,2023-05-20,Packaging,Delivered,1892,106.2,96.37,93,Yes,FALSE,Nothing,200930.4,182332.04,18598.359999999986,9.256120527306965,20,2023,2,2023-04-01,4.915433403805497,Slightly Late,1,Moderate
PO-00254,Beta_Supplies,2023-02-21,2023-02-24,Electronics,Delivered,1307,68.71,60.64,141,Yes,FALSE,Nothing,89803.96999999999,79256.48,10547.48999999999,11.745015281618388,3,2023,1,2023-02-01,10.788064269319051,On Time,1,Short
PO-00255,Beta_Supplies,2022-07-14,2022-07-29,Electronics,Delivered,733,32.29,29.01,78,Yes,FALSE,Nothing,23668.57,21264.33,2404.239999999998,10.15794363580055,15,2022,3,2022-07-01,10.641200545702592,Slightly Late,1,Moderate
PO-00256,Gamma_Co,2022-04-07,NA,Packaging,Delivered,713,19.45,18.82,31,Yes,FALSE,Missing for delivered,13867.85,13418.66,449.1900000000005,3.23907455012853,NA,2022,2,2022-04-01,4.3478260869565215,NA,1,NA
PO-00257,Beta_Supplies,2022-04-10,2022-04-24,Packaging,Delivered,1900,24.11,23.45,188,Yes,FALSE,Nothing,45809,44555,1254,2.737453338863543,14,2022,2,2022-04-01,9.894736842105264,On Time,1,Short
PO-00258,Delta_Logistics,2023-11-06,2023-11-08,MRO,Cancelled,1447,35.67,35.07,224,No,FALSE,Nothing,51614.490000000005,50746.29,868.2000000000044,1.6820857863751089,2,2023,4,2023-11-01,15.480304077401522,On Time,0,Short
PO-00259,Epsilon_Group,2023-03-18,NA,Office Supplies,Delivered,1745,26.17,22.25,55,Yes,FALSE,Missing for delivered,45666.65,38826.25,6840.4000000000015,14.978983568972112,NA,2023,1,2023-03-01,3.151862464183381,NA,1,NA
PO-00260,Beta_Supplies,2022-12-29,2023-01-14,Office Supplies,Delivered,1681,28.26,26.62,143,Yes,FALSE,Nothing,47505.060000000005,44748.22,2756.840000000004,5.803255484784149,16,2022,4,2022-12-01,8.506841165972636,Slightly Late,1,Moderate
PO-00261,Delta_Logistics,2023-03-10,2023-03-18,Electronics,Delivered,1545,38.15,36.96,214,Yes,FALSE,Nothing,58941.75,57103.200000000004,1838.5499999999956,3.1192660550458657,8,2023,1,2023-03-01,13.851132686084142,On Time,1,Short
PO-00262,Epsilon_Group,2023-02-25,2023-03-02,Raw Materials,Delivered,1306,27.27,25.96,39,Yes,FALSE,Nothing,35614.62,33903.76,1710.8600000000006,4.803813714704799,5,2023,1,2023-02-01,2.986217457886677,On Time,1,Short
PO-00263,Gamma_Co,2023-04-24,2023-05-06,Raw Materials,Delivered,1765,97.51,84.3,65,Yes,FALSE,Nothing,172105.15000000002,148789.5,23315.650000000023,13.547328479130352,12,2023,2,2023-04-01,3.6827195467422094,On Time,1,Short
PO-00264,Gamma_Co,2022-02-25,2022-03-15,Packaging,Cancelled,1186,17.31,16,64,Yes,FALSE,Nothing,20529.66,18976,1553.6599999999999,7.567879838243782,18,2022,1,2022-02-01,5.396290050590219,Slightly Late,1,Moderate
PO-00265,Delta_Logistics,2023-11-21,2023-11-26,Packaging,Delivered,1903,63.5,56.09,254,Yes,FALSE,Nothing,120840.5,106739.27,14101.229999999996,11.66929133858267,5,2023,4,2023-11-01,13.347346295323174,On Time,1,Short
PO-00266,Delta_Logistics,2023-11-01,2023-11-05,MRO,Delivered,1570,52.1,47.87,0,No,FALSE,Nothing,81797,75155.9,6641.100000000006,8.119001919385804,4,2023,4,2023-11-01,0,On Time,0,Short
PO-00267,Delta_Logistics,2023-10-24,2023-11-13,MRO,Delivered,491,108.75,93.35,0,No,FALSE,Nothing,53396.25,45834.85,7561.4000000000015,14.16091954022989,20,2023,4,2023-10-01,0,Slightly Late,0,Moderate
PO-00268,Beta_Supplies,2022-04-11,2022-04-20,Electronics,Partially Delivered,613,20.38,20.17,58,Yes,FALSE,Nothing,12492.939999999999,12364.210000000001,128.72999999999774,1.03042198233561,9,2022,2,2022-04-01,9.461663947797716,On Time,1,Short
PO-00269,Gamma_Co,2022-03-04,2022-03-16,Raw Materials,Partially Delivered,1341,46.27,43.94,63,Yes,FALSE,Nothing,62048.07000000001,58923.53999999999,3124.5300000000134,5.035660255024865,12,2022,1,2022-03-01,4.697986577181208,On Time,1,Short
PO-00270,Beta_Supplies,2023-02-17,2023-03-04,MRO,Partially Delivered,1583,103.57,89.38,164,Yes,FALSE,Nothing,163951.31,141488.53999999998,22462.77000000002,13.700878632808728,15,2023,1,2023-02-01,10.360075805432722,Slightly Late,1,Moderate
PO-00271,Beta_Supplies,2022-12-14,NA,Raw Materials,Cancelled,1880,92.73,90.78,173,Yes,FALSE,Nothing,174332.4,170666.4,3666,2.102879327078618,NA,2022,4,2022-12-01,9.202127659574467,NA,1,NA
PO-00272,Epsilon_Group,2022-04-22,2022-04-26,MRO,Delivered,1459,84.79,82.72,47,Yes,FALSE,Nothing,123708.61000000002,120688.48,3020.130000000019,2.441325628022181,4,2022,2,2022-04-01,3.221384509938314,On Time,1,Short
PO-00273,Delta_Logistics,2022-09-12,NA,Office Supplies,Delivered,1460,34.54,31.87,208,No,FALSE,Missing for delivered,50428.4,46530.200000000004,3898.199999999997,7.730167921250719,NA,2022,3,2022-09-01,14.246575342465754,NA,0,NA
PO-00274,Beta_Supplies,2022-07-16,2022-07-28,Packaging,Partially Delivered,1186,26.14,24.78,112,Yes,FALSE,Nothing,31002.04,29389.08,1612.9599999999991,5.202754399387909,12,2022,3,2022-07-01,9.443507588532883,On Time,1,Short
PO-00275,Epsilon_Group,2022-07-14,2022-07-23,MRO,Pending,1686,72.28,65.21,53,Yes,FALSE,Nothing,121864.08,109944.05999999998,11920.020000000019,9.781405644715008,9,2022,3,2022-07-01,3.143534994068802,On Time,1,Short
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,MRO,Delivered,1698,102.07,100.69,28,Yes,FALSE,Nothing,173314.86,170971.62,2343.2399999999907,1.3520133241892776,4,2023,3,2023-07-01,1.6489988221436984,On Time,1,Short
PO-00277,Epsilon_Group,2023-04-05,NA,Electronics,Delivered,1001,64.62,55.7,32,Yes,FALSE,Missing for delivered,64684.62,55755.700000000004,8928.919999999998,13.803775920767567,NA,2023,2,2023-04-01,3.196803196803197,NA,1,NA
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,Office Supplies,Delivered,1154,62.67,54.11,25,Yes,FALSE,Nothing,72321.18000000001,62442.94,9878.240000000005,13.658847933620555,3,2022,2,2022-05-01,2.166377816291161,On Time,1,Short
PO-00279,Alpha_Inc,2023-03-09,2023-03-29,Packaging,Cancelled,748,37.66,32.71,0,No,FALSE,Nothing,28169.679999999997,24467.08,3702.599999999995,13.143919277748264,20,2023,1,2023-03-01,0,Slightly Late,0,Moderate
PO-00280,Alpha_Inc,2022-07-07,NA,Office Supplies,Delivered,162,81.63,78.76,2,Yes,FALSE,Missing for delivered,13224.06,12759.12,464.9399999999987,3.5158642655886196,NA,2022,3,2022-07-01,1.2345679012345678,NA,1,NA
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,Packaging,Delivered,51,28.04,24.13,0,Yes,FALSE,Nothing,1430.04,1230.6299999999999,199.41000000000008,13.944365192582026,11,2022,4,2022-10-01,0,On Time,1,Short
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,Office Supplies,Delivered,691,42.07,39.1,106,Yes,FALSE,Nothing,29070.37,27018.100000000002,2052.269999999997,7.059662467316374,5,2023,2,2023-04-01,15.340086830680175,On Time,1,Short
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,Office Supplies,Delivered,269,50.22,45.75,32,No,FALSE,Nothing,13509.18,12306.75,1202.4300000000003,8.900836320191157,7,2022,3,2022-09-01,11.895910780669144,On Time,0,Short
PO-00284,Beta_Supplies,2022-03-19,2022-04-06,Electronics,Pending,1639,56.24,55.4,147,Yes,FALSE,Nothing,92177.36,90800.59999999999,1376.7600000000093,1.4935988620199208,18,2022,1,2022-03-01,8.96888346552776,Slightly Late,1,Moderate
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,Raw Materials,Delivered,904,34.04,30.06,26,Yes,FALSE,Nothing,30772.16,27174.239999999998,3597.920000000002,11.692126909518215,7,2023,1,2023-03-01,2.8761061946902653,On Time,1,Short
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,Office Supplies,Delivered,1809,22.17,19.65,0,Yes,FALSE,Nothing,40105.530000000006,35546.85,4558.680000000008,11.366711772665777,8,2023,3,2023-07-01,0,On Time,1,Short
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,Packaging,Delivered,1298,65.93,58.95,0,Yes,FALSE,Nothing,85577.14000000001,76517.1,9060.040000000008,10.586986197482183,5,2022,2,2022-04-01,0,On Time,1,Short
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,Packaging,Delivered,434,36.16,34.79,41,Yes,FALSE,Nothing,15693.439999999999,15098.859999999999,594.5799999999999,3.7887168141592853,20,2022,1,2022-02-01,9.44700460829493,Slightly Late,1,Moderate
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,Electronics,Delivered,1476,68.85,65.28,43,Yes,FALSE,Nothing,101622.59999999999,96353.28,5269.319999999992,5.185185185185176,5,2023,4,2023-10-01,2.913279132791328,On Time,1,Short
PO-00290,Delta_Logistics,2023-07-08,NA,Raw Materials,Partially Delivered,1711,26.04,24.81,290,Yes,FALSE,Expected - Pending,44554.439999999995,42449.909999999996,2104.529999999999,4.723502304147467,NA,2023,3,2023-07-01,16.94915254237288,NA,1,NA
PO-00291,Gamma_Co,2022-01-16,2022-01-22,Packaging,Delivered,1203,53.3,47.68,49,Yes,FALSE,Nothing,64119.899999999994,57359.04,6760.859999999993,10.544090056285174,6,2022,1,2022-01-01,4.073150457190358,On Time,1,Short
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,Electronics,Delivered,1126,58.8,52.22,0,Yes,FALSE,Nothing,66208.8,58799.72,7409.080000000002,11.190476190476188,1,2022,2,2022-04-01,0,On Time,1,Short
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,Packaging,Delivered,1757,15.18,13.06,63,Yes,FALSE,Nothing,26671.26,22946.420000000002,3724.8399999999965,13.965744400527006,12,2022,3,2022-08-01,3.5856573705179287,On Time,1,Short
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,MRO,Delivered,779,41.3,36.28,20,Yes,FALSE,Nothing,32172.699999999997,28262.120000000003,3910.5799999999945,12.1549636803874,8,2022,2,2022-06-01,2.5673940949935816,On Time,1,Short
PO-00295,Delta_Logistics,2023-02-21,2023-02-22,Office Supplies,Delivered,1745,23.53,22.57,282,No,FALSE,Nothing,41059.85,39384.65,1675.199999999997,4.07989800254994,1,2023,1,2023-02-01,16.16045845272206,On Time,0,Short
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,Raw Materials,Delivered,1783,16.96,15.8,295,Yes,FALSE,Nothing,30239.68,28171.4,2068.279999999999,6.8396226415094334,2,2023,2,2023-05-01,16.545148625911384,On Time,1,Short
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,Office Supplies,Partially Delivered,1489,107.02,93.3,0,Yes,FALSE,Nothing,159352.78,138923.69999999998,20429.080000000016,12.820033638572228,14,2023,2,2023-05-01,0,On Time,1,Short
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,Office Supplies,Delivered,296,40.38,35.25,0,Yes,FALSE,Nothing,11952.480000000001,10434,1518.4800000000014,12.704309063893021,3,2022,3,2022-08-01,0,On Time,1,Short
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,MRO,Delivered,885,88.28,80.8,31,Yes,FALSE,Nothing,78127.8,71508,6619.800000000003,8.473040326234713,12,2023,1,2023-02-01,3.5028248587570623,On Time,1,Short
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,Raw Materials,Pending,1512,33.25,30.15,53,Yes,FALSE,Nothing,50274,45586.799999999996,4687.200000000004,9.323308270676696,4,2022,1,2022-03-01,3.505291005291005,On Time,1,Short
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,0,No,FALSE,Nothing,18426.24,17045.28,1380.9600000000028,7.494529540481405,8,2022,2,2022-06-01,0,On Time,0,Short
PO-00302,Alpha_Inc,2023-01-24,NA,Electronics,Cancelled,1257,83.13,81.89,30,Yes,FALSE,Nothing,104494.40999999999,102935.73,1558.679999999993,1.4916396006255201,NA,2023,1,2023-01-01,2.386634844868735,NA,1,NA
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,Packaging,Delivered,172,63.61,55.92,4,Yes,FALSE,Nothing,10940.92,9618.24,1322.6800000000003,12.089294136142112,17,2022,1,2022-01-01,2.3255813953488373,Slightly Late,1,Moderate
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,Packaging,Pending,450,55.85,49.88,9,Yes,FALSE,Nothing,25132.5,22446,2686.5,10.689346463742163,1,2023,1,2023-02-01,2,On Time,1,Short
PO-00305,Gamma_Co,2022-09-29,2022-10-15,Electronics,Delivered,816,48.95,43.42,45,Yes,FALSE,Nothing,39943.200000000004,35430.72,4512.480000000003,11.297242083758938,16,2022,3,2022-09-01,5.514705882352941,Slightly Late,1,Moderate
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,Packaging,Delivered,343,44.5,38.57,7,Yes,FALSE,Nothing,15263.5,13229.51,2033.9899999999998,13.325842696629211,14,2023,2,2023-04-01,2.0408163265306123,On Time,1,Short
PO-00307,Gamma_Co,2022-10-20,2022-11-05,MRO,Delivered,329,97.87,85.35,21,No,FALSE,Nothing,32199.230000000003,28080.149999999998,4119.080000000005,12.792479820169621,16,2022,4,2022-10-01,6.382978723404255,Slightly Late,0,Moderate
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,Electronics,Delivered,1910,90.69,85.8,0,Yes,FALSE,Nothing,173217.9,163878,9339.899999999994,5.39199470724446,15,2023,1,2023-03-01,0,Slightly Late,1,Moderate
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,MRO,Delivered,933,107.99,104.29,29,Yes,FALSE,Nothing,100754.67,97302.57,3452.0999999999913,3.4262431706639402,3,2023,4,2023-12-01,3.1082529474812435,On Time,1,Short
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,Raw Materials,Delivered,1683,23.09,21.88,253,Yes,FALSE,Nothing,38860.47,36824.04,2036.4300000000003,5.240363793850155,5,2023,3,2023-07-01,15.032679738562091,On Time,1,Short
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,Packaging,Pending,247,84.11,71.97,0,Yes,FALSE,Nothing,20775.17,17776.59,2998.579999999998,14.43347996671026,9,2023,4,2023-11-01,0,On Time,1,Short
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,MRO,Delivered,1031,102.01,98.65,0,Yes,FALSE,Nothing,105172.31000000001,101708.15000000001,3464.1600000000035,3.2937947260072535,19,2023,2,2023-05-01,0,Slightly Late,1,Moderate
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,Packaging,Delivered,1980,26.97,24.16,41,Yes,FALSE,Nothing,53400.6,47836.8,5563.799999999996,10.418984056358912,11,2022,2,2022-06-01,2.070707070707071,On Time,1,Short
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,Raw Materials,Delivered,1584,16.46,14.2,57,Yes,FALSE,Nothing,26072.640000000003,22492.8,3579.840000000004,13.73025516403403,20,2022,3,2022-07-01,3.5984848484848486,Slightly Late,1,Moderate
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,Office Supplies,Delivered,801,80.15,70.91,0,Yes,FALSE,Nothing,64200.15,56798.909999999996,7401.240000000005,11.528384279475993,15,2022,4,2022-10-01,0,Slightly Late,1,Moderate
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,Packaging,Delivered,193,63.86,57.46,0,Yes,FALSE,Nothing,12324.98,11089.78,1235.199999999999,10.02192295646727,14,2022,3,2022-08-01,0,On Time,1,Short
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,Raw Materials,Delivered,658,86.62,79.85,72,Yes,FALSE,Nothing,56995.96000000001,52541.299999999996,4454.660000000011,7.815746940660367,4,2022,1,2022-03-01,10.94224924012158,On Time,1,Short
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,Electronics,Delivered,1274,24.72,23.36,37,Yes,FALSE,Nothing,31493.28,29760.64,1732.6399999999994,5.501618122977344,18,2023,3,2023-08-01,2.904238618524333,Slightly Late,1,Moderate
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,Packaging,Partially Delivered,1197,88.92,78.82,31,Yes,FALSE,Nothing,106437.24,94347.54,12089.700000000012,11.358524516419264,7,2023,3,2023-07-01,2.5898078529657473,On Time,1,Short
PO-00320,Gamma_Co,2022-03-04,2022-03-12,Electronics,Delivered,236,28.43,28.11,11,Yes,FALSE,Nothing,6709.48,6633.96,75.51999999999953,1.1255715793176233,8,2022,1,2022-03-01,4.661016949152542,On Time,1,Short
PO-00321,Gamma_Co,2022-11-18,2022-12-03,Raw Materials,Partially Delivered,1399,25.97,22.19,62,Yes,FALSE,Nothing,36332.03,31043.81,5288.2199999999975,14.555256064690017,15,2022,4,2022-11-01,4.431736954967834,Slightly Late,1,Moderate
PO-00322,Gamma_Co,2022-02-28,2022-03-04,Electronics,Delivered,513,24.91,22.58,29,Yes,FALSE,Nothing,12778.83,11583.539999999999,1195.2900000000009,9.353673223604986,4,2022,1,2022-02-01,5.653021442495127,On Time,1,Short
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,MRO,Delivered,1422,83.73,76.47,198,Yes,FALSE,Nothing,119064.06000000001,108740.34,10323.720000000016,8.670727337871737,11,2022,1,2022-02-01,13.924050632911392,On Time,1,Short
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,Office Supplies,Delivered,1844,76.51,73.05,0,Yes,FALSE,Nothing,141084.44,134704.19999999998,6380.24000000002,4.522284668670772,12,2023,3,2023-08-01,0,On Time,1,Short
PO-00325,Gamma_Co,2023-05-04,NA,Electronics,Delivered,709,61.64,54.55,41,Yes,FALSE,Missing for delivered,43702.76,38675.95,5026.810000000005,11.502271252433491,NA,2023,2,2023-05-01,5.782792665726375,NA,1,NA
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,0,No,FALSE,Nothing,37137.84,33967.14,3170.699999999997,8.537653239929945,16,2023,2,2023-05-01,0,Slightly Late,0,Moderate
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,Office Supplies,Delivered,1004,96.51,92.9,146,No,FALSE,Nothing,96896.04000000001,93271.6,3624.4400000000023,3.740545021241321,3,2023,2,2023-06-01,14.54183266932271,On Time,0,Short
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,Raw Materials,Delivered,452,46.45,40.39,9,Yes,FALSE,Nothing,20995.4,18256.28,2739.1200000000026,13.046286329386442,4,2022,2,2022-06-01,1.991150442477876,On Time,1,Short
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,Raw Materials,Pending,1419,83.91,71.46,137,Yes,FALSE,Nothing,119068.29,101401.73999999999,17666.550000000003,14.837325706113697,12,2022,1,2022-02-01,9.654686398872446,On Time,1,Short
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,Packaging,Delivered,1584,53.73,51.92,167,No,FALSE,Nothing,85108.31999999999,82241.28,2867.0399999999936,3.368695328494314,18,2023,2,2023-06-01,10.542929292929292,Slightly Late,0,Moderate
PO-00331,Gamma_Co,2022-03-24,2022-04-11,MRO,Pending,196,44.36,43.81,6,Yes,FALSE,Nothing,8694.56,8586.76,107.79999999999927,1.239855725879164,18,2022,1,2022-03-01,3.061224489795918,Slightly Late,1,Moderate
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,Office Supplies,Delivered,1221,53.19,46.18,29,Yes,FALSE,Nothing,64944.99,56385.78,8559.21,13.179169016732464,4,2022,3,2022-07-01,2.375102375102375,On Time,1,Short
